id,date,cluster,parar_de_fazer,repetir,sempre_fazer,big_win,deu_certo,deu_errado,maior_aprendizado,ajustes_para_amanha,estado_geral
oper_ref_20260516,2026-05-16,oper,[],['Meditar todas as manhãs'],['Beber 2L de água'],Completou 11 pomodoros,['Foco profundo'],[],Consistência supera intensidade,Manter ritmo,PUSH
oper_ref_20260517,2026-05-17,oper,[],['Meditar todas as manhãs'],['Beber 2L de água'],Completou 8 pomodoros,['Foco profundo'],[],Fim_de_Semana exige ajuste,Recuperar com sono,PUSH
oper_ref_20260518,2026-05-18,oper,[],['Meditar todas as manhãs'],['Beber 2L de água'],Completou 8 pomodoros,['Foco profundo'],[],Fim_de_Semana exige ajuste,Recuperar com sono,PUSH
oper_ref_20260519,2026-05-19,oper,[],['Meditar todas as manhãs'],['Beber 2L de água'],Completou 11 pomodoros,['Foco profundo'],[],Consistência supera intensidade,Manter ritmo,PUSH
oper_ref_20260520,2026-05-20,oper,[],[],[],Completou 10 pomodoros,[],[],Hardcore exige ajuste,Recuperar com sono,RECOVER
oper_ref_20260521,2026-05-21,oper,[],['Meditar todas as manhãs'],['Beber 2L de água'],Sobreviveu Recuperacao,[],[],Recuperacao exige ajuste,Recuperar com sono,MAINTAIN
oper_ref_20260522,2026-05-22,oper,[],['Meditar todas as manhãs'],['Beber 2L de água'],Completou 11 pomodoros,['Foco profundo'],[],Consistência supera intensidade,Manter ritmo,PUSH
oper_ref_20260523,2026-05-23,oper,[],['Meditar todas as manhãs'],['Beber 2L de água'],Completou 11 pomodoros,['Foco profundo'],[],Consistência supera intensidade,Manter ritmo,PUSH
oper_ref_20260524,2026-05-24,oper,[],['Meditar todas as manhãs'],['Beber 2L de água'],Completou 8 pomodoros,['Foco profundo'],[],Fim_de_Semana exige ajuste,Recuperar com sono,PUSH
oper_ref_20260525,2026-05-25,oper,[],['Meditar todas as manhãs'],['Beber 2L de água'],Completou 8 pomodoros,['Foco profundo'],[],Fim_de_Semana exige ajuste,Recuperar com sono,PUSH
oper_ref_20260526,2026-05-26,oper,[],['Meditar todas as manhãs'],['Beber 2L de água'],Completou 11 pomodoros,['Foco profundo'],[],Consistência supera intensidade,Manter ritmo,PUSH
oper_ref_20260527,2026-05-27,oper,[],['Meditar todas as manhãs'],['Beber 2L de água'],Completou 11 pomodoros,['Foco profundo'],[],Consistência supera intensidade,Manter ritmo,PUSH
oper_ref_20260528,2026-05-28,oper,[],['Meditar todas as manhãs'],['Beber 2L de água'],Completou 11 pomodoros,['Foco profundo'],[],Consistência supera intensidade,Manter ritmo,PUSH
oper_ref_20260529,2026-05-29,oper,[],['Meditar todas as manhãs'],['Beber 2L de água'],Sobreviveu Lunch_Pesado,['Foco profundo'],[],Lunch_Pesado exige ajuste,Recuperar com sono,REDUCE
oper_ref_20260530,2026-05-30,oper,[],['Meditar todas as manhãs'],['Beber 2L de água'],Completou 11 pomodoros,['Foco profundo'],[],Consistência supera intensidade,Manter ritmo,PUSH
oper_ref_20260531,2026-05-31,oper,[],['Meditar todas as manhãs'],['Beber 2L de água'],Completou 8 pomodoros,['Foco profundo'],[],Fim_de_Semana exige ajuste,Recuperar com sono,PUSH
oper_ref_20260601,2026-06-01,oper,[],['Meditar todas as manhãs'],['Beber 2L de água'],Completou 8 pomodoros,['Foco profundo'],[],Fim_de_Semana exige ajuste,Recuperar com sono,PUSH
oper_ref_20260602,2026-06-02,oper,[],['Meditar todas as manhãs'],['Beber 2L de água'],Completou 11 pomodoros,['Foco profundo'],[],Consistência supera intensidade,Manter ritmo,PUSH
oper_ref_20260603,2026-06-03,oper,[],['Meditar todas as manhãs'],['Beber 2L de água'],Completou 11 pomodoros,['Foco profundo'],[],Consistência supera intensidade,Manter ritmo,PUSH
oper_ref_20260604,2026-06-04,oper,[],['Meditar todas as manhãs'],['Beber 2L de água'],Completou 11 pomodoros,['Foco profundo'],[],Consistência supera intensidade,Manter ritmo,PUSH
oper_ref_20260605,2026-06-05,oper,[],[],[],Sobreviveu Doente,[],[],Doente exige ajuste,Recuperar com sono,RECOVER
oper_ref_20260606,2026-06-06,oper,[],['Meditar todas as manhãs'],['Beber 2L de água'],Completou 11 pomodoros,['Foco profundo'],[],Consistência supera intensidade,Manter ritmo,PUSH
oper_ref_20260607,2026-06-07,oper,[],['Meditar todas as manhãs'],['Beber 2L de água'],Completou 8 pomodoros,['Foco profundo'],[],Fim_de_Semana exige ajuste,Recuperar com sono,PUSH
oper_ref_20260608,2026-06-08,oper,[],['Meditar todas as manhãs'],['Beber 2L de água'],Completou 8 pomodoros,['Foco profundo'],[],Fim_de_Semana exige ajuste,Recuperar com sono,PUSH
oper_ref_20260609,2026-06-09,oper,[],['Meditar todas as manhãs'],['Beber 2L de água'],Completou 11 pomodoros,['Foco profundo'],[],Consistência supera intensidade,Manter ritmo,PUSH
oper_ref_20260610,2026-06-10,oper,[],['Meditar todas as manhãs'],['Beber 2L de água'],Sobreviveu Feriado,[],[],Feriado exige ajuste,Recuperar com sono,MAINTAIN
oper_ref_20260611,2026-06-11,oper,[],['Meditar todas as manhãs'],['Beber 2L de água'],Completou 11 pomodoros,['Foco profundo'],[],Consistência supera intensidade,Manter ritmo,PUSH
oper_ref_20260612,2026-06-12,oper,[],['Meditar todas as manhãs'],['Beber 2L de água'],Completou 11 pomodoros,['Foco profundo'],[],Consistência supera intensidade,Manter ritmo,PUSH
oper_ref_20260613,2026-06-13,oper,[],['Meditar todas as manhãs'],['Beber 2L de água'],Completou 11 pomodoros,['Foco profundo'],[],Consistência supera intensidade,Manter ritmo,PUSH
oper_ref_20260614,2026-06-14,oper,[],['Meditar todas as manhãs'],['Beber 2L de água'],Completou 8 pomodoros,['Foco profundo'],[],Fim_de_Semana exige ajuste,Recuperar com sono,PUSH
oper_ref_20260615,2026-06-15,oper,[],['Meditar todas as manhãs'],['Beber 2L de água'],Completou 8 pomodoros,['Foco profundo'],[],Fim_de_Semana exige ajuste,Recuperar com sono,PUSH
oper_ref_20260616,2026-06-16,oper,[],['Meditar todas as manhãs'],['Beber 2L de água'],Completou 11 pomodoros,['Foco profundo'],[],Consistência supera intensidade,Manter ritmo,PUSH
oper_ref_20260617,2026-06-17,oper,[],['Meditar todas as manhãs'],['Beber 2L de água'],Completou 11 pomodoros,['Foco profundo'],[],Consistência supera intensidade,Manter ritmo,PUSH
oper_ref_20260618,2026-06-18,oper,['Procrastinar no telemóvel'],[],[],Completou 8 pomodoros,['Foco profundo'],['Soneca longa'],Desvio_Leve exige ajuste,Recuperar com sono,REDUCE
oper_ref_20260619,2026-06-19,oper,[],[],[],Completou 8 pomodoros,[],[],Vigilia exige ajuste,Recuperar com sono,RECOVER
oper_ref_20260620,2026-06-20,oper,[],['Meditar todas as manhãs'],['Beber 2L de água'],Completou 11 pomodoros,['Foco profundo'],[],Consistência supera intensidade,Manter ritmo,PUSH
